鄉鎮市區,土地總面積平方公尺,總樓層數,建物型態,建物總面積平方公尺,房,廳,衛,有無管理,總價元,單價每平方公尺,車位移轉總面積平方公尺,電梯
六甲區,93.32,3,透天厝,144.64,4,2,3,無,7250000,50124,,無
麻豆區,1359.87,,,,,,,無,74044260,54450,,
麻豆區,301.24,,,,,,,無,2733720,9075,,
麻豆區,4785.36,,,,,,,無,13800000,2884,,
麻豆區,14.5,,,,,,,無,350400,24160,,
麻豆區,28.61,,,,,,,無,692000,24184,,
麻豆區,74.48,,,,,,,無,1801600,24190,,
麻豆區,49.81,,,,,,,無,602400,12095,,
麻豆區,11878.12,,,,,,,無,39500000,3325,,
六甲區,74.11,2,透天厝,75.56,2,2,2,無,4630000,61276,,無
六甲區,74.11,2,透天厝,75.56,3,2,2,無,4600000,60879,,無
下營區,747,,,,,,,無,1000000,1339,,
六甲區,2595,,,,,,,無,2984250,1150,,
六甲區,2861,,,,,,,無,3719300,1300,,
麻豆區,268.4,3,透天厝,223.84,4,2,4,無,13880000,62009,,無
麻豆區,87,3,透天厝,170.72,5,1,3,無,7800000,45689,,無
下營區,3000,,,,,,,無,3750000,1250,,
麻豆區,24.19,,,,,,,無,860000,35552,,
官田區,4815,,,,,,,無,10111500,2100,,
六甲區,3184,,,,,,,無,4300000,1351,,
大內區,5196,,,,,,,無,11001000,2117,,
大內區,727.16,,,,,,,無,5499000,7562,,
六甲區,99.41,3,透天厝,164.22,4,2,4,無,6800000,41408,,無
大內區,1160,,,,,,,無,1200000,1034,,
大內區,4044,,,,,,,無,3800000,940,,
麻豆區,5329,,,,,,,無,7354020,1380,,
大內區,2552,,,,,,,無,5600000,2194,,
麻豆區,2286,,,,,,,無,4572000,2000,,
麻豆區,718.99,,,,,,,無,1880000,2615,,
官田區,82,2,透天厝,94.45,3,1,2,無,2500000,26469,,無
麻豆區,189,3,透天厝,240.8,4,2,5,有,15000000,62292,,無
麻豆區,189,3,透天厝,242.46,4,2,5,有,15000000,61866,,無
下營區,3000,,,,,,,無,5850000,1950,,
官田區,67.1,,,,,,,無,650000,9687,,
大內區,5626,,,,,,,無,900000,160,,
下營區,39.25,,,,,,,無,750000,19108,,
麻豆區,87,3,透天厝,170.72,5,1,3,無,7800000,45689,,無
麻豆區,398,,,,,,,無,1751200,4400,,
麻豆區,103,,透天厝,,4,2,3,無,6800000,42527,,
麻豆區,106,3,透天厝,160.31,4,2,3,無,6820000,42543,,無
麻豆區,620.02,,,,,,,無,10128024,16335,,
下營區,240.18,,,,,,,無,1600000,6662,,
麻豆區,624.07,,,,,,,無,15479960,24805,,
下營區,40.15,,透天厝,,7,3,5,無,1660000,20954,,
麻豆區,5674,,,,,,,無,13100000,2309,,
麻豆區,382.69,1,透天厝,166.24,,,,無,13900000,83614,,無
麻豆區,5586.46,,,,,,,無,17856000,3196,,
六甲區,3141,,,,,,,無,3612150,1150,,
六甲區,1659,,,,,,,無,1907850,1150,,
下營區,665.33,,,,,,,無,3000000,4509,,
麻豆區,73.71,2,透天厝,102.42,3,2,2,無,5880000,57411,,無
六甲區,138.98,,,,,,,無,2700000,19427,,
官田區,5,,,,,,,無,103500,20721,,
官田區,10000,,,,,,,無,4000000,400,,
麻豆區,129.53,3,透天厝,205.03,4,2,3,無,2950000,14388,,無
下營區,2835,,,,,,,無,3628800,1280,,
下營區,2897,,,,,,,無,3708160,1280,,
下營區,346.98,,,,,,,無,1182206,3407,,
麻豆區,179.42,,,,,,,無,2170000,12095,,
麻豆區,6994.64,,,,,,,無,11178600,1598,,
六甲區,93.6,2,透天厝,92.58,2,2,3,無,5650000,61028,,無
六甲區,93.6,2,透天厝,93.02,2,2,2,無,5680000,61062,,無
六甲區,74.11,2,透天厝,75.56,4,2,2,無,4230000,55982,,無
六甲區,74.11,2,透天厝,75.56,2,2,2,無,4630000,61276,,無
六甲區,74.11,2,透天厝,75.56,2,2,3,無,4630000,61276,,無
六甲區,74.11,2,透天厝,75.56,2,2,2,無,4630000,61276,,無
六甲區,74.11,2,透天厝,75.56,2,2,2,無,4230000,55982,,無
六甲區,74.11,2,透天厝,75.56,3,2,2,無,4230000,55982,,無
六甲區,74.11,2,透天厝,75.56,2,2,2,無,4630000,61276,,無
六甲區,74.11,2,透天厝,75.56,2,2,2,無,4620000,61143,,無
六甲區,74.11,2,透天厝,75.56,3,2,2,無,4880000,64584,,無
六甲區,74.11,2,透天厝,75.78,3,2,2,無,4630000,61098,,無
六甲區,74.11,,透天厝,,2,2,2,無,4650000,61540,,
六甲區,74.11,2,透天厝,75.56,3,2,2,無,4630000,61276,,無
六甲區,74.11,,透天厝,,3,2,2,無,4706000,44653,,
六甲區,74.11,2,透天厝,75.56,2,2,2,無,4230000,55982,,無
六甲區,74.11,2,透天厝,75.56,2,2,2,無,4630000,61276,,無
六甲區,74.11,2,透天厝,75.56,3,2,2,無,4630000,61276,,無
六甲區,74.11,2,透天厝,75.56,3,2,2,無,4880000,64584,,無
六甲區,74.11,2,透天厝,75.56,2,2,2,無,4850000,64187,,無
六甲區,74.11,2,透天厝,75.56,2,2,2,無,4630000,61276,,無
六甲區,74.11,2,透天厝,75.56,3,2,2,無,4650000,61540,,無
六甲區,74.11,,透天厝,,2,2,2,無,4650000,61540,,
六甲區,74.11,2,透天厝,75.56,4,2,2,無,4230000,55982,,無
六甲區,74.11,2,透天厝,75.56,3,2,2,無,4230000,55982,,無
六甲區,93.6,2,透天厝,92.58,2,2,2,無,5680000,61352,,無
六甲區,93.6,2,透天厝,92.58,2,2,2,無,5680000,61352,,無
六甲區,78.11,2,透天厝,76.94,2,2,3,無,4761000,61879,,無
大內區,985.63,,,,,,,無,13416700,13612,,
官田區,15079,,,,,,,無,9200000,610,,
下營區,18.59,,,,,,,無,280000,15062,,
六甲區,125.93,3,透天厝,167.79,4,2,4,無,6700000,39931,,無
六甲區,79.36,3,透天厝,162.83,4,2,3,無,6750000,41454,,無
麻豆區,28.08,7,華夏,145.41,3,2,2,無,2900000,19944,,有
大內區,70.6,2,透天厝,95.94,3,2,2,無,1200000,12508,,無
官田區,277,,,,,,,無,936260,3380,,
麻豆區,110.93,,,,,,,無,3187250,28732,,
麻豆區,163.65,,,,,,,無,4702500,28735,,
官田區,11827,,,,,,,無,20300000,1716,,
麻豆區,438.79,3,透天厝,538.1,5,2,7,無,32000000,59469,,無
六甲區,99.21,2,透天厝,137.82,4,1,4,無,3000000,21768,,無
六甲區,159,,,,,,,無,1033000,6497,,
麻豆區,4334.36,,,,,,,無,9535000,2200,,
六甲區,88.33,2,透天厝,99.12,3,2,2,無,2150000,21691,,無
麻豆區,91.8,4,透天厝,193.39,4,2,6,無,12000000,62051,,無
下營區,2200,,,,,,,無,3652000,1660,,
官田區,119.42,,,,,,,無,3323040,27826,,
麻豆區,2000,,,,,,,無,5950000,2975,,
六甲區,99.29,3,透天厝,140.35,4,2,3,無,7080000,50445,,無
六甲區,19539,,,,,,,無,139000000,7114,,
麻豆區,154.16,,,,,,,無,2010617,13042,,
下營區,34.75,,,,,,,無,210000,6043,,
麻豆區,47.66,,,,,,,無,60000,1259,,
麻豆區,84,3,透天厝,160.34,5,1,3,無,7800000,48647,,無
麻豆區,92,3,透天厝,178.21,5,1,3,無,8100000,45452,,無
大內區,785.63,,,,,,,無,7723300,9831,,
下營區,226.81,,,,,,,無,2176000,9594,,
官田區,2500,,,,,,,無,6800000,2720,,
六甲區,201.13,,,,,,,無,2433200,12098,,
官田區,521,,,,,,,無,5500000,10557,,
官田區,51.95,4,透天厝,157.63,3,1,3,無,536165,3401,,無
麻豆區,11.78,,,,,,,無,338557,28740,,
麻豆區,19.46,,,,,,,無,559280,28740,,
下營區,72.1,4,透天厝,219.99,5,2,3,無,8380000,38093,,無
麻豆區,1839,,,,,,,無,1300000,707,,
六甲區,96.1,3,透天厝,162.57,4,2,4,無,6700000,41213,,無
六甲區,80,3,透天厝,175.28,4,2,3,無,6320000,36057,,無
官田區,3522.54,,,,,,,無,9600000,2725,,
麻豆區,84,3,透天厝,160.34,5,1,3,無,7900000,49270,,無
麻豆區,83,3,透天厝,160.34,5,1,3,無,7900000,49270,,無
麻豆區,110.1,3,透天厝,236.27,4,3,5,無,13500000,57138,,無
官田區,291,,,,,,,無,968300,3327,,
官田區,339,,,,,,,無,3451700,10182,,
官田區,1338,,,,,,,無,760000,568,,
官田區,125.51,,,,,,,無,234380,1867,,
六甲區,105.4,3,透天厝,163.09,4,2,4,無,6800000,41695,,無
麻豆區,110.9,3,透天厝,236.27,4,3,5,無,13980000,59170,,無
大內區,955.2,,,,,,,無,5000000,5235,,
麻豆區,666,,,,,,,無,739999,1111,,
麻豆區,117.69,4,透天厝,239.22,4,2,5,有,12500000,52253,,無
麻豆區,314,,,,,,,無,4749250,15125,,
下營區,295.01,,,,,,,無,6246800,21175,,
官田區,80.36,3,透天厝,173.21,4,2,3,無,4128000,23832,,無
麻豆區,101,3,透天厝,153.97,3,2,3,無,7300000,47412,,無
六甲區,148.88,3,透天厝,186.3,3,1,3,無,8500000,45625,,無
大內區,1096.82,,,,,,,無,557368,508,,
麻豆區,3824,,,,,,,無,11790000,3083,,
麻豆區,205.72,,,,,,,無,750000,3646,,
下營區,3000,,,,,,,無,6300000,2100,,
六甲區,2393,,,,,,,無,1651170,690,,
六甲區,111.91,,,,,,,無,1900000,16978,,
下營區,3467,,,,,,,無,14000000,4038,,
下營區,2330,,,,,,,無,3000000,1288,,
官田區,5713.72,,,,,,,無,53800000,9416,,
麻豆區,1998.33,,,,,,,無,2300000,1151,,
大內區,4641,,,,,,,無,3712800,800,,
麻豆區,258,2,透天厝,153.71,6,3,2,無,6500000,42287,,無
麻豆區,70.9,,,,,,,無,1680000,23695,,
麻豆區,73.24,,,,,,,無,2000000,27307,,
麻豆區,122,,,,,,,無,922500,7561,,
官田區,80,2,透天厝,103.18,3,2,2,無,776600,7527,,無
大內區,1839.91,,,,,,,無,12500000,6794,,
麻豆區,108.18,,,,,,,無,1492884,13800,,
麻豆區,399.53,,,,,,,無,10800000,27032,,
下營區,2550,1,透天厝,146.15,5,1,2,無,9150000,62607,,無
下營區,46.72,,,,,,,無,1413000,30242,,
麻豆區,33.16,6,華夏,134.93,3,2,2,有,2200000,16305,,有
麻豆區,87.83,,透天厝,,4,2,4,無,11900000,66492,,
六甲區,88.11,2,透天厝,76.94,2,2,2,無,4900000,63686,,無
官田區,356,,,,,,,無,3690000,10365,,
麻豆區,117.33,,,,,,,無,3100000,26421,,
六甲區,81.17,,,,,,,無,3300000,40655,,
麻豆區,2512,,,,,,,無,5000000,1990,,
六甲區,1618,,,,,,,無,1400000,865,,
麻豆區,3508,,,,,,,無,10800000,3079,,
麻豆區,65.99,,,,,,,無,1100000,16669,,
六甲區,107.1,3,透天厝,115.42,4,2,4,無,7300000,63247,,無
六甲區,119.1,,透天厝,,4,2,3,無,6900000,59782,,
六甲區,1331,,,,,,,無,18081980,13585,,
麻豆區,188,3,透天厝,242.46,4,2,5,有,15000000,61866,,無
麻豆區,90.09,,,,,,,無,2370000,26307,,
官田區,293.06,,,,,,,無,2500000,8531,,
六甲區,100.23,3,透天厝,187.95,5,1,3,無,4700000,25007,,無
大內區,3880,,,,,,,無,4380000,1129,,
麻豆區,3498,,,,,,,無,5800000,1658,,
麻豆區,118.55,,,,,,,無,1388742,11714,,
麻豆區,77,,,,,,,無,4200000,54545,,
六甲區,76.03,2,透天厝,108.59,3,2,2,無,2000000,18418,,無
麻豆區,399.53,,,,,,,無,10800000,27032,,
麻豆區,399.53,,,,,,,無,10800000,27032,,
大內區,61.12,,,,,,,無,285000,4663,,
麻豆區,102.6,,,,,,,無,423738,4130,,
麻豆區,189,3,透天厝,240.8,4,2,5,有,18500000,76827,,無
官田區,4455,,,,,,,無,36141188,8113,,
大內區,2503,,,,,,,無,3300000,1318,,
麻豆區,107,3,透天厝,183.83,5,2,4,無,4600000,25023,,無
下營區,397.5,,,,,,,無,4600000,11572,,
大內區,4434.5,,,,,,,無,4238000,956,,
麻豆區,223.24,4,透天厝,346.59,6,2,7,無,16200000,46741,,無
大內區,1990,,,,,,,無,1700000,854,,
官田區,2790,,,,,,,無,84397500,30250,,
下營區,1963,,,,,,,無,1177800,600,,
麻豆區,117.51,,,,,,,無,1776500,15118,,
麻豆區,61.92,,,,,,,無,935500,15108,,
大內區,1006.15,,,,,,,無,210000,209,,
麻豆區,368.34,,,,,,,無,18938000,51414,,
麻豆區,30.11,,,,,,,無,595576,19780,,
麻豆區,104.41,3,透天厝,193.05,4,2,4,無,15680000,81222,,無
麻豆區,2425,,,,,,,無,13095000,5400,,
麻豆區,86.93,3,透天厝,178.36,4,2,4,無,13300000,74568,,無
麻豆區,85.03,3,透天厝,171.58,4,2,4,無,12800000,74601,,無
麻豆區,88.75,3,透天厝,171.58,4,2,4,無,12680000,73901,,無
六甲區,111.96,3,透天厝,164.9,4,2,3,無,7500000,45482,,無
官田區,168.42,3,透天厝,231.64,5,2,4,無,14100000,60870,,無
大內區,306.71,,,,,,,無,4930000,16074,,
下營區,15.31,,,,,,,無,214340,14000,,
官田區,1178,,,,,,,無,1531400,1300,,
官田區,259,,,,,,,無,7500000,28958,,
六甲區,48,,,,,,,無,280000,5833,,
下營區,314.4,,,,,,,無,6277000,19965,,
官田區,14536,,,,,,,無,18896800,1300,,
官田區,481.82,,,,,,,無,2915000,6050,,
麻豆區,185.6,,,,,,,無,400000,2155,,
官田區,2522,,,,,,,無,2950740,1170,,
麻豆區,104,2,透天厝,100,2,2,1,無,17303000,173030,,無
官田區,62.11,,,,,,,無,600000,9660,,
麻豆區,352,,,,,,,無,6175840,17545,,
麻豆區,161,,,,,,,無,4200000,26087,,
麻豆區,161,,,,,,,無,3600000,22360,,
麻豆區,322.5,,,,,,,無,5562070,17247,,
麻豆區,7.5,,,,,,,無,35250,4700,,
大內區,459,,,,,,,無,7300000,15904,,
六甲區,268.35,,,,,,,無,5276000,19661,,
下營區,180.08,,,,,,,無,677800,3764,,
六甲區,92.31,3,透天厝,172.99,4,2,4,無,7300000,42199,,無
官田區,127.54,3,透天厝,261.52,5,2,5,無,12200000,46650,,無
六甲區,179.78,,,,,,,無,2900000,16131,,
六甲區,74.11,2,透天厝,75.56,2,2,2,無,4650000,61540,,無
官田區,1937,,,,,,,無,3195000,1649,,
麻豆區,204.25,,,,,,,無,4680000,22913,,
麻豆區,134,3,透天厝,293.49,7,1,7,無,6880000,23442,,無
麻豆區,466,,,,,,,無,6841820,14682,,
官田區,184.56,,,,,,,無,750000,4064,,
麻豆區,265.1,3,透天厝,211.77,6,3,3,無,21150000,99873,,無
下營區,646,,,,,,,無,6450000,9985,,
官田區,2568,,,,,,,無,5900000,2298,,
下營區,31.07,,,,,,,無,301223,9695,,
大內區,934.22,2,透天厝,158.04,4,2,1,無,13000000,82258,,無
六甲區,152.32,3,透天厝,145.27,5,2,2,無,5000000,34419,,無
麻豆區,30.17,,,,,,,無,78433,2600,,
麻豆區,339.69,1,透天厝,161.55,,,,無,9500000,58805,,無
下營區,42.84,,透天厝,,3,2,2,無,1300000,25771,,
下營區,2000,,,,,,,無,4460000,2230,,
麻豆區,516.06,,,,,,,無,1650000,3197,,
麻豆區,189,3,透天厝,242.46,4,2,5,有,15000000,61866,,無
麻豆區,189,3,透天厝,242.46,4,2,5,有,15000000,61866,,無
下營區,1365,,,,,,,無,2730000,2000,,
麻豆區,87,,,,,,,無,1300000,14943,,
麻豆區,11.68,11,住宅大樓,82.56,3,1,1,有,2500000,30280,,有
官田區,328,2,透天厝,187.52,11,1,11,無,5960000,31783,,無
麻豆區,702.33,,,,,,,無,10200000,14523,,
麻豆區,131.39,2,透天厝,113.72,3,2,2,無,6500000,57158,,無
大內區,122.5,,,,,,,無,700700,5720,,
大內區,150.67,,,,,,,無,260000,1726,,
官田區,109.2,3,透天厝,196.68,4,2,4,有,8500000,43217,,無
官田區,3780,,,,,,,無,66890000,17696,,
麻豆區,97,,透天厝,,3,1,1,無,1700000,131463,,
官田區,1087.17,,,,,,,無,1087167,1000,,
官田區,1087.17,,,,,,,無,1087167,1000,,
官田區,2174.33,,,,,,,無,2174333,1000,,
麻豆區,2492.26,,,,,,,無,6000000,2407,,
麻豆區,356.25,1,透天厝,188.07,,,,無,12800000,68060,,無
麻豆區,1750,,,,,,,無,2550000,1457,,
官田區,1015,,,,,,,無,6600000,6502,,
麻豆區,169,,,,,,,無,250000,1479,,
下營區,74.77,,,,,,,無,1130000,15113,,
六甲區,161,3,透天厝,166.76,4,2,3,無,2850000,17090,,無
麻豆區,39,,,,,,,無,730000,18718,,
六甲區,92.92,3,透天厝,171.81,4,2,4,無,7000000,40743,,無
麻豆區,90.17,3,透天厝,213.71,5,2,5,無,14150000,66211,,無
麻豆區,89.81,3,透天厝,213.71,5,2,5,無,13800000,64573,,無
六甲區,90.47,3,透天厝,170.57,4,2,4,無,7100000,41625,,無
麻豆區,111.14,3,透天厝,193.32,5,2,3,無,12000000,62073,,無
麻豆區,88.58,3,透天厝,190.34,5,2,3,無,9200000,48335,,無
麻豆區,98.28,3,透天厝,167.91,5,2,3,無,9000000,53600,,無
六甲區,24694,,,,,,,無,39060683,1582,,
六甲區,2555,,,,,,,無,3190000,1249,,
官田區,916,,,,,,,無,700000,764,,
官田區,65.66,3,透天厝,118.01,4,2,2,無,2775000,23515,,無
麻豆區,97.44,3,透天厝,167.91,5,2,3,無,9360000,55744,,無
官田區,67.63,3,透天厝,121.55,4,2,3,無,2775000,22830,,無
麻豆區,96.61,3,透天厝,166.06,5,2,3,無,9700000,58413,,無
麻豆區,95.77,,透天厝,,5,2,3,無,9750000,58887,,
麻豆區,94.93,,透天厝,,5,2,3,無,9350000,57542,,
麻豆區,95.72,,透天厝,,5,2,3,無,9800000,59419,,
麻豆區,726.79,,,,,,,無,1237000,1702,,
六甲區,118.11,,透天厝,,4,2,3,無,8010000,49129,,
六甲區,111.6,,透天厝,,5,2,4,無,7670000,47273,,
官田區,74.18,,透天厝,,2,2,2,無,2780334,15689,,
下營區,107.99,4,透天厝,204.62,6,2,4,無,7920000,38706,,無
下營區,106.16,4,透天厝,202.5,6,2,4,無,7920000,39111,,無
下營區,107.21,4,透天厝,203.18,6,2,4,無,8000000,39374,,無
下營區,108.26,4,透天厝,203.85,6,2,4,無,8000000,39245,,無
下營區,112.32,4,透天厝,207.66,6,2,4,無,8060000,38813,,無
下營區,117.05,,透天厝,,5,2,3,無,7450000,42737,,
下營區,99.21,4,透天厝,170.89,5,2,3,無,7150000,41840,,無
下營區,99.74,4,透天厝,170.89,5,2,3,無,7000000,40962,,無
下營區,85.89,4,透天厝,186.42,5,2,4,無,7200000,38622,,無
下營區,81.54,4,透天厝,185.75,5,2,4,無,7200000,38762,,無
下營區,82.28,4,透天厝,185.75,5,2,4,無,7200000,38762,,無
下營區,71.05,,,,,,,無,1504460,21175,,
下營區,68.28,,,,,,,無,1445924,21175,,
下營區,67.02,,,,,,,無,1419196,21175,,
下營區,69.05,,,,,,,無,1462110,21175,,
下營區,61.08,,,,,,,無,1293275,21175,,
下營區,58.21,,,,,,,無,1232668,21175,,
下營區,51.22,,,,,,,無,1084537,21175,,
下營區,49.15,,,,,,,無,1040681,21175,,
下營區,83.02,4,透天厝,185.75,5,2,4,無,7200000,38762,,無
下營區,120.22,4,透天厝,188.56,5,2,4,無,7180000,38078,,無
下營區,81.27,4,透天厝,174.9,5,2,3,無,6580000,37621,,無
下營區,80.86,4,透天厝,174.9,5,2,3,無,6500000,37164,,無
下營區,82.69,,透天厝,,5,2,3,無,6750000,37552,,
下營區,82.26,4,透天厝,179.75,5,2,3,無,6700000,37274,,無
官田區,40.67,,,,,,,無,87855,2160,,
下營區,81.83,,透天厝,,5,2,3,無,6800000,37830,,
下營區,81.4,,透天厝,,5,2,3,無,6770000,37663,,
下營區,80.97,4,透天厝,179.75,5,2,3,無,6680000,37163,,無
下營區,92.89,4,透天厝,171.78,5,2,3,無,6900000,40168,,無
下營區,92.31,4,透天厝,171.55,5,2,3,無,6880000,40105,,無
下營區,91.73,4,透天厝,171.55,5,2,3,無,6950000,40513,,無
下營區,91.15,4,透天厝,170.51,5,2,3,無,6700000,39294,,無
麻豆區,2798.11,,,,,,,無,5876031,2100,,
麻豆區,151.76,3,透天厝,207.07,5,2,5,無,13380000,64616,,無
下營區,14,,,,,,,無,18900,1350,,
下營區,2700,,,,,,,無,9774000,3620,,
下營區,2045,,,,,,,無,3200000,1565,,
六甲區,337,,,,,,,無,943000,2798,,
六甲區,204,,,,,,,無,571000,0,,
六甲區,4,,,,,,,無,10200,2550,,
麻豆區,188,3,透天厝,242.46,4,2,5,有,15000000,61866,,無
下營區,24.51,,,,,,,無,563975,23010,,
下營區,9.04,,,,,,,無,198066,21910,,
官田區,144.22,3,透天厝,181.41,4,2,5,無,11000000,60636,,無
六甲區,118.85,,,,,,,無,4500000,37863,,
六甲區,276.96,,,,,,,無,2900000,10471,,
下營區,107.67,3,透天厝,215,4,2,3,無,3500000,16279,,無
下營區,101.91,4,透天厝,201.12,5,2,5,無,7070000,35153,,無
六甲區,93.22,3,透天厝,175.35,4,2,4,無,7500000,42772,,無
六甲區,92.57,3,透天厝,172.99,4,2,4,無,7300000,42199,,無
六甲區,127.76,3,透天厝,184.01,4,2,4,無,7400000,40215,,無
麻豆區,107,3,透天厝,183.82,6,1,3,無,5150000,28017,,無
麻豆區,264.52,4,透天厝,257.54,4,2,4,無,12000000,46595,,無
下營區,98.64,,透天厝,,4,2,4,無,6650000,35172,,
下營區,120.94,4,透天厝,185.54,4,2,4,無,7300000,39345,,無
官田區,325,,,,,,,無,2600000,8000,,
下營區,138.78,,,,,,,無,5000000,36028,,
下營區,94.51,3,透天厝,186.13,4,2,4,無,6480000,34814,,無
官田區,30.26,,,,,,,無,75000,2479,,
官田區,790,,,,,,,無,10000000,12658,,
下營區,145.84,3,透天厝,185.47,4,2,4,無,6900000,37203,,無
官田區,1128,,,,,,,無,19000000,16844,,
下營區,138.24,3,透天厝,174.94,4,2,4,無,7700000,44015,,無
下營區,100.68,3,透天厝,173.81,4,2,4,無,7000000,40274,,無
下營區,145.98,,透天厝,,4,2,4,無,6850000,36933,,
下營區,108.19,3,透天厝,185.47,4,2,4,無,6700000,36124,,無
下營區,119.27,3,透天厝,185.47,4,2,3,無,6800000,36664,,無
下營區,92.15,3,透天厝,173.29,4,2,3,無,6600000,38086,,無
麻豆區,1185,,,,,,,無,3318000,2800,,
官田區,172,,,,,,,無,3060000,17791,,
麻豆區,101.43,3,透天厝,171.28,6,2,3,無,8500000,49626,,無
麻豆區,200,,,,,,,無,1880000,9400,,
麻豆區,402,,,,,,,無,3780000,9403,,
六甲區,107.54,3,透天厝,164.23,4,2,4,無,6800000,41405,,無
下營區,85.91,,,,,,,無,2000000,23280,,
麻豆區,91.8,4,透天厝,193.39,4,2,6,無,12000000,62051,,無
麻豆區,702.33,,,,,,,無,10700000,15235,,
麻豆區,91.8,4,透天厝,193.39,4,2,6,無,12000000,62051,,無
大內區,3613,,,,,,,無,4502900,1246,,
大內區,2800,,,,,,,無,3337000,1192,,
官田區,52.66,,,,,,,無,1441465,27373,,
官田區,46.7,,,,,,,無,1441465,30866,,
六甲區,500,,,,,,,無,4620000,9240,,
大內區,1461.38,,,,,,,無,742632,508,,
麻豆區,878.25,,,,,,,無,900000,1025,,
下營區,580,,,,,,,無,7188000,12393,,
麻豆區,23.54,,,,,,,無,90000,3824,,
麻豆區,150.46,,,,,,,無,1150000,7643,,
麻豆區,260.18,,,,,,,無,7870000,30248,,
麻豆區,756.66,,,,,,,無,20600000,27225,,
麻豆區,5185,,,,,,,無,11925500,2300,,
官田區,168.42,3,透天厝,232.37,5,2,4,無,14100000,60679,,無
官田區,190.42,3,透天厝,253.85,5,2,4,無,15800000,62241,,無
官田區,185.47,,,,,,,無,2600000,14019,,
六甲區,106.25,3,透天厝,160.87,4,2,3,無,4400000,27351,,無
下營區,2100,,,,,,,無,3675000,1750,,
麻豆區,997.97,,,,,,,無,3300000,3307,,
麻豆區,2521.27,,,,,,,無,64550000,25602,,
麻豆區,78.12,3,透天厝,159.16,4,2,3,無,5500000,34556,,無
麻豆區,204.44,,透天厝,,5,2,3,有,8800000,35003,,
大內區,1322.56,,,,,,,無,5280000,3992,,
麻豆區,271.99,,,,,,,無,1000000,3677,,
麻豆區,1577,,,,,,,無,5000000,3171,,
麻豆區,399.75,,,,,,,無,7500000,18762,,
麻豆區,94.05,4,透天厝,195.31,4,2,6,無,13500000,69121,,無
下營區,2053,,,,,,,無,2500000,1218,,
官田區,3986,,,,,,,無,2850000,715,,
大內區,242,,,,,,,無,120000,496,,
官田區,26949,,,,,,,無,19150000,711,,
麻豆區,414.47,,,,,,,無,381200,920,,
下營區,3068,,,,,,,無,7363200,2400,,
麻豆區,112.42,4,透天厝,202.06,4,1,4,無,8360000,41374,,無
官田區,87,3,透天厝,167.25,5,2,4,無,9800000,58595,,無
官田區,81,3,透天厝,180.38,5,2,6,無,9500000,52667,,無
六甲區,85.73,3,透天厝,136.52,4,3,3,無,2100000,15382,,無
官田區,116.7,3,透天厝,251.31,5,2,5,無,11000000,43771,,無
官田區,98,,,,,,,無,1600000,16327,,
麻豆區,442,,,,,,,無,1270000,2873,,
麻豆區,201.29,,,,,,,無,4600000,22853,,
下營區,71.83,,,,,,,無,170500,2374,,
下營區,422,,,,,,,無,3829500,9075,,
官田區,85,3,透天厝,167.25,5,2,4,無,9450000,56502,,無
下營區,94.7,3,透天厝,164.04,4,2,4,無,6420000,39137,,無
下營區,145.87,3,透天厝,185.47,4,2,4,無,6830000,36825,,無
下營區,174.88,4,透天厝,212.99,4,2,4,無,6920000,32490,,無
官田區,4904,,,,,,,無,3000000,612,,
官田區,82.03,2,透天厝,102.48,3,1,2,無,2100000,20492,,無
麻豆區,522.54,,,,,,,無,9000000,17224,,
官田區,168,,,,,,,無,2286900,13613,,
麻豆區,3034.96,,,,,,,無,70000000,23065,,
官田區,2069,,,,,,,無,2170000,1049,,
六甲區,96.1,3,透天厝,162.57,4,2,4,無,6800000,41828,,無
麻豆區,111,,,,,,,無,258500,2329,,
麻豆區,1821.81,,,,,,,無,36473600,20020,,
麻豆區,91.8,4,透天厝,193.39,4,2,6,無,12000000,62051,,無
麻豆區,58.7,,,,,,,無,1540000,26235,,
麻豆區,130.69,,,,,,,無,2760000,21119,,
下營區,232.9,,,,,,,無,9510000,40833,,
下營區,102.38,4,透天厝,201.12,5,2,5,無,7150000,35551,,無
麻豆區,97.04,3,透天厝,153.98,9,0,9,無,2980000,19353,,無
麻豆區,90.23,,透天厝,,4,2,4,無,13580000,77054,,
官田區,95.81,3,透天厝,156.66,5,2,5,無,8300000,52981,,無
六甲區,411.96,,,,,,,無,5450000,13229,,
官田區,3415,,,,,,,無,5800000,1698,,
官田區,84,3,透天厝,150.05,4,2,3,無,8000000,53316,,無
官田區,84,3,透天厝,150.05,4,2,3,無,8000000,53316,,無
下營區,37.24,5,華夏,112.73,3,1,2,無,3500000,31048,,有
麻豆區,55.43,,,,,,,無,1090000,19664,,
麻豆區,2181,,,,,,,無,52778641,24199,,
麻豆區,290.05,,,,,,,無,2001359,6900,,
麻豆區,89.42,3,透天厝,213.71,5,2,5,無,14100000,65977,,無
麻豆區,102,3,透天厝,122.09,3,2,2,無,2800000,22934,,無
大內區,74.67,,,,,,,無,1500000,20089,,
麻豆區,72.57,2,透天厝,77.44,2,2,2,無,2800000,36157,,無
麻豆區,189,3,透天厝,240.8,4,2,5,有,15000000,62292,,無
麻豆區,189,3,透天厝,240.8,4,2,5,有,15000000,62292,,無
下營區,167.71,,,,,,,無,1450000,8646,,
麻豆區,315,,,,,,,無,5526820,17545,,
