鄉鎮市區,土地總面積平方公尺,總樓層數,建物型態,建物總面積平方公尺,房,廳,衛,有無管理,總價元,單價每平方公尺,車位移轉總面積平方公尺,電梯
麻豆區,85.85,3,透天厝,179.17,4,2,3,無,12350000,68929,,無
麻豆區,85.85,3,透天厝,179.15,4,2,3,無,12500000,69774,,無
麻豆區,85.85,3,透天厝,179.16,4,2,3,無,12500000,69770,,無
麻豆區,85.85,3,透天厝,179.15,4,2,3,無,12160000,67876,,無
麻豆區,87.48,3,透天厝,181.37,4,2,3,無,12800000,70574,,無
麻豆區,83.67,3,透天厝,173.82,4,2,3,無,11800000,67886,,無
下營區,93.91,3,透天厝,173.29,4,2,4,無,6600000,38086,,無
下營區,94.4,3,透天厝,173.29,4,2,4,無,6500000,37509,,無
下營區,98.7,3,透天厝,160.82,4,2,3,無,6550000,40729,,無
下營區,145.99,3,透天厝,185.47,4,2,4,無,6920000,37311,,無
六甲區,125.66,,透天厝,,4,2,3,無,7600000,45203,,
大內區,73.18,3,透天厝,153.85,3,3,3,無,3300000,21449,,無
麻豆區,2271.54,,,,,,,無,5837500,2570,,
麻豆區,407.65,,,,,,,無,7680000,18840,,
麻豆區,81.61,3,透天厝,171.52,4,2,3,無,11660000,67980,,無
麻豆區,83.67,,透天厝,,4,2,3,無,11800000,68086,,
麻豆區,167,,,,,,,無,700000,4192,,
麻豆區,110.72,3,透天厝,177.47,5,2,3,無,11760000,66265,,無
麻豆區,108.13,3,透天厝,175.67,5,2,3,無,11420000,65008,,無
麻豆區,100.74,3,透天厝,203.04,5,2,3,無,13500000,66489,,無
麻豆區,1819,,,,,,,無,2900000,1594,,
麻豆區,98.25,3,透天厝,200.18,5,2,3,無,13280000,66340,,無
麻豆區,100.72,3,透天厝,206.1,5,2,3,無,13600000,65987,,無
麻豆區,127.68,3,透天厝,203.31,5,2,3,無,13900000,68369,,無
麻豆區,125.46,3,透天厝,200.45,5,2,3,無,13600000,67847,,無
官田區,85,,,,,,,無,1500000,17647,,
大內區,179.75,,,,,,,無,2065900,11493,,
官田區,23,,,,,,,無,190000,8261,,
大內區,1667.33,,,,,,,無,2200000,1319,,
麻豆區,281,3,透天厝,313.36,5,2,4,有,12000000,38295,,無
官田區,83,3,透天厝,169.68,5,2,4,無,9550000,56282,,無
官田區,107.2,3,透天厝,195.76,4,2,4,有,8100000,41377,,無
官田區,1552,1,透天厝,104.98,2,2,2,無,10000000,95256,,無
麻豆區,219,2,透天厝,198.01,5,2,2,無,7800000,39392,,無
六甲區,2058,,,,,,,無,2730000,1327,,
官田區,3901,,,,,,,無,15500000,3973,,
官田區,4469,,,,,,,無,18800000,4207,,
六甲區,83.05,,透天厝,,4,2,4,無,7000000,41077,,
下營區,9304,,,,,,,無,13956000,1500,,
麻豆區,361.96,,,,,,,無,3829000,10578,,
麻豆區,1320.39,,,,,,,無,11500000,8710,,
麻豆區,660.19,,,,,,,無,5750000,8710,,
麻豆區,1957.13,,,,,,,無,13103852,6695,,
麻豆區,340.3,,,,,,,無,4445902,13065,,
麻豆區,340.3,,,,,,,無,4405902,12947,,
麻豆區,5.55,,,,,,,無,95183,17150,,
官田區,370.61,,,,,,,無,11760000,31731,,
麻豆區,91.05,3,透天厝,171.79,4,2,5,無,3500000,20374,,無
下營區,3194,,,,,,,無,6000000,1879,,
麻豆區,91.8,4,透天厝,192.47,4,2,6,無,12500000,64945,,無
官田區,1498,,,,,,,無,1198400,800,,
麻豆區,86.25,,,,,,,無,269963,3130,,
六甲區,112.47,3,透天厝,199.34,3,2,4,無,4560000,22875,,無
下營區,90.5,4,透天厝,180.05,4,2,2,無,3100000,17217,,無
六甲區,113.27,,透天厝,,3,2,4,無,8500000,40109,,
官田區,301,,,,,,,無,8648800,28734,,
麻豆區,257.88,1,透天厝,156.8,,,,無,13880000,88520,,無
麻豆區,898.42,,,,,,,無,23100000,25712,,
大內區,18.25,,,,,,,無,10000,548,,
大內區,1670.75,,透天厝,,3,2,2,無,21990000,181047,,
官田區,4950,2,透天厝,3763.27,15,0,2,無,135800000,36086,,無
麻豆區,207,3,透天厝,283.76,5,2,4,無,12800000,45109,,無
麻豆區,2043.18,,,,,,,無,52535000,25712,,
麻豆區,62.97,,,,,,,無,5000000,79403,,
麻豆區,169.2,,,,,,,無,520000,3073,,
官田區,114.07,2,透天厝,126.32,4,2,2,無,3230000,25570,,無
麻豆區,86,3,透天厝,173.4,3,2,3,無,4900000,28258,,無
下營區,118,4,透天厝,202.39,5,2,3,無,7000000,34587,,無
下營區,129,4,透天厝,205.29,5,2,3,無,7120000,34683,,無
下營區,123,4,透天厝,205.29,5,2,3,無,7000000,34098,,無
下營區,118,,透天厝,,5,2,3,無,7000000,34587,,
官田區,82.2,,透天厝,,3,2,4,有,6750000,41618,,
麻豆區,92.86,3,透天厝,213.71,5,2,5,無,14100000,65977,,無
麻豆區,419.41,,,,,,,無,12687000,30250,,
麻豆區,4782.44,,,,,,,無,173601600,36300,,
官田區,1208,1,透天厝,801.32,,,,無,36224200,45206,,無
官田區,5,,,,,,,無,100000,20000,,
官田區,11,,,,,,,無,80000,7273,,
麻豆區,188,3,透天厝,240.8,4,2,5,有,15000000,62292,,無
麻豆區,190,3,透天厝,242.46,4,2,5,有,15000000,61866,,無
麻豆區,189,3,透天厝,242.46,4,2,5,有,15000000,61866,,無
官田區,82,,,,,,,無,1364000,16634,,
六甲區,297.15,,,,,,,無,2810000,9457,,
麻豆區,41005.6,6,透天厝,4264.98,,,,無,868293300,203587,,無
麻豆區,246.4,,,,,,,無,11068600,44921,,
官田區,150,,,,,,,無,4300000,28667,,
官田區,127.26,,透天厝,,5,2,5,無,11750000,47461,,
麻豆區,123.2,,,,,,,無,5530600,44891,,
麻豆區,123.2,,,,,,,無,4725600,38357,,
麻豆區,58.58,8,華夏,165.78,4,2,3,有,7550000,45542,,有
下營區,89.71,3,透天厝,173.29,4,2,4,無,6600000,38086,,無
麻豆區,3158.2,,,,,,,無,57000000,18048,,
六甲區,112.24,3,透天厝,167.92,4,2,4,無,7300000,43473,,無
大內區,116.91,,,,,,,無,450000,3849,,
麻豆區,90.01,4,透天厝,209.81,6,2,3,無,9000000,42896,,無
下營區,415,,,,,,,無,1047500,2524,,
六甲區,85.07,3,透天厝,170.41,4,2,4,無,7000000,41077,,無
六甲區,1568,2,透天厝,176.49,4,2,3,無,7500000,42495,,無
麻豆區,463.99,,,,,,,無,12500000,26940,,
麻豆區,795.6,,,,,,,無,4640735,5833,,
麻豆區,81.61,3,透天厝,171.52,4,2,3,無,11800000,68797,,無
麻豆區,1459.34,,,,,,,無,33550000,22990,,
麻豆區,2494.45,,,,,,,無,15570558,6242,,
大內區,88.02,2,透天厝,151.14,2,1,3,無,3700000,24481,,無
下營區,277,,,,5,2,2,無,2700000,9747,,
六甲區,297.65,,透天厝,,1,1,1,無,2141075,28933,,
官田區,91.2,3,透天厝,168.67,3,2,4,有,7050000,41798,,無
六甲區,105.12,3,透天厝,174,4,2,4,無,6800000,39080,,無
六甲區,110.05,3,透天厝,168.48,4,2,4,無,6800000,40361,,無
六甲區,121.75,3,透天厝,208.95,4,2,4,無,8800000,42115,,無
六甲區,156.93,3,透天厝,195.17,4,2,4,無,8300000,42527,,無
下營區,493.83,1,透天厝,141.62,3,2,2,無,9500000,67081,,無
麻豆區,2511.41,,,,,,,無,6500000,2588,,
麻豆區,948.21,,,,,,,無,4000000,4218,,
麻豆區,94.94,4,透天厝,205.2,4,2,3,無,5000000,24366,,無
六甲區,1180,,,,,,,無,2350000,1992,,
六甲區,1475,,,,,,,無,2400000,1627,,
六甲區,96.58,,,,,,,無,960000,9940,,
麻豆區,3164,,,,,,,無,5695200,1800,,
下營區,800,,,,,,,無,10160000,12700,,
下營區,102.16,4,透天厝,201.25,5,2,5,無,7100000,35280,,無
麻豆區,94.53,,,,,,,無,2454079,25960,,
官田區,19.9,,,,,,,無,480000,24121,,
官田區,250.48,,,,,,,無,5100000,20361,,
下營區,370,,,,,,,無,381840,1032,,
下營區,2200,,,,,,,無,4000000,1818,,
下營區,1000,,,,,,,無,1500000,1500,,
麻豆區,126.22,2,透天厝,107.08,2,1,2,無,3784464,35342,,無
六甲區,94,3,透天厝,166.33,3,2,2,無,3100000,18638,,無
下營區,1862,1,透天厝,64.19,1,1,1,無,9800000,152672,,無
六甲區,81,3,透天厝,135.21,3,2,2,無,3580000,26477,,無
下營區,2007,,,,,,,無,2400000,1196,,
下營區,1322,,,,,,,無,1580000,1195,,
六甲區,80,,,,,,,無,92800,1160,,
六甲區,81,3,透天厝,135.21,3,2,2,無,3550000,26255,,無
六甲區,103.97,,,,,,,無,3240000,31163,,
下營區,4592,,,,,,,無,12860000,2801,,
下營區,145.89,3,透天厝,185.47,4,2,4,無,6900000,37203,,無
下營區,103.35,3,透天厝,178.6,4,2,3,無,6560000,36730,,無
下營區,145.81,3,透天厝,185.47,4,2,4,無,6800000,36664,,無
麻豆區,6922,,,,,,,無,60000000,8668,,
六甲區,1936,,,,,,,無,4850000,2505,,
大內區,7262,,,,,,,無,10500000,1446,,
麻豆區,1077,,,,,,,無,3000000,2786,,
麻豆區,4534,,,,,,,無,6000000,1323,,
麻豆區,418,,,,,,,無,10000000,23923,,
麻豆區,178.41,,,,,,,無,540000,3027,,
官田區,2473,,,,,,,無,3250000,1314,,
六甲區,345,,,,,,,無,6250000,18116,,
下營區,103.05,4,透天厝,195.27,5,2,4,無,7000000,35848,,無
麻豆區,1771.8,,,,,,,無,58000000,32735,,
官田區,110.37,3,透天厝,167.11,4,2,4,無,6600000,39495,,無
麻豆區,4354,,,,,,,無,6140000,1410,,
六甲區,77.35,4,透天厝,180.16,4,1,4,無,5000000,27753,,無
麻豆區,189,3,透天厝,242.46,4,2,5,有,15000000,61866,,無
麻豆區,1344.88,,,,,,,無,2219200,1650,,
麻豆區,1921.41,,,,,,,無,3169600,1650,,
大內區,115.79,2,透天厝,125.09,5,3,3,無,1737500,13890,,無
麻豆區,198.4,,,,,,,無,1846000,9305,,
下營區,1171,,,,,,,無,1750000,1494,,
官田區,21.61,4,公寓,56.49,2,2,1,無,800000,14162,,無
麻豆區,350,,,,,,,無,8464000,24183,,
麻豆區,62.55,,,,,,,無,3600000,57554,,
下營區,15674,,,,,,,無,11000000,702,,
官田區,204.5,,,,,,,無,1227000,6000,,
大內區,340.2,,,,,,,無,7977019,23448,,
大內區,125.96,,,,,,,無,50000,397,,
麻豆區,84,,,,,,,無,502000,5976,,
麻豆區,40,,,,,,,無,242000,6050,,
官田區,114.43,2,透天厝,125.31,5,1,2,無,5600000,44689,,無
麻豆區,365.88,,,,,,,無,914995,2501,,
官田區,16608,,,,,,,無,19763520,1190,,
官田區,23819.5,,,,,,,無,28345000,1190,,
官田區,2500,,,,,,,無,6965000,2786,,
麻豆區,88.26,4,透天厝,233.22,4,2,4,無,7900000,33874,,無
官田區,125.41,3,透天厝,160.87,4,2,3,無,7050000,43824,,無
六甲區,1629.77,,,,,,,無,37750000,23163,,
官田區,4652,,,,,,,無,15500000,3332,,
官田區,135,,,,,,,無,2000000,14815,,
麻豆區,230.8,,,,,,,無,10987000,47604,,
官田區,270.1,,,,,,,無,435000,1611,,
下營區,159.78,4,透天厝,205.27,6,2,4,無,8200000,39947,,無
下營區,145.95,3,透天厝,185.47,4,2,4,無,6950000,37472,,無
大內區,4097.12,,,,,,,無,4600000,1123,,
下營區,118,4,透天厝,202.39,5,2,3,無,6900000,34093,,無
六甲區,92.47,3,透天厝,172.99,4,2,4,無,7200000,41621,,無
官田區,185,,,,,,,無,3000000,16216,,
六甲區,796.73,,,,,,,無,1038270,1303,,
六甲區,99.41,3,透天厝,164.23,4,2,4,無,7000000,42623,,無
麻豆區,317.38,3,透天厝,314.96,5,3,3,無,11350000,36036,,無
麻豆區,59,,,,,,,無,70000,1186,,
麻豆區,290,,,,,,,無,500000,1724,,
麻豆區,107,3,透天厝,170.07,5,2,3,無,5200000,30576,,無
麻豆區,83.11,3,透天厝,178.18,4,2,3,無,12700000,71276,,無
麻豆區,464.86,,,,,,,無,1600000,3442,,
麻豆區,213,,,,,,,無,298200,1400,,
官田區,29.83,,,,,,,無,270000,9052,,
麻豆區,643.6,,,,,,,無,10704800,16633,,
麻豆區,5175.74,,,,,,,無,6987250,1350,,
麻豆區,2307.26,,,,,,,無,3114800,1350,,
下營區,368.56,,,,,,,無,1320000,3582,,
官田區,1342,,,,,,,無,4150000,3092,,
麻豆區,64.68,,,,,,,無,1330000,20562,,
六甲區,411.62,1,透天厝,132.29,4,1,1,無,5000000,37796,,無
下營區,24.44,,,,,,,無,112890,4618,,
官田區,112,3,透天厝,209.08,4,1,5,無,8880000,42472,,無
下營區,68.9,,,,,,,無,100000,1451,,
麻豆區,3037.26,,,,,,,無,69302563,22817,,
麻豆區,660.53,,,,,,,無,18900000,28613,,
六甲區,152.14,,,,,,,無,4600000,30235,,
下營區,1995,,,,,,,無,2892700,1450,,
下營區,34.75,,,,,,,無,367500,10576,,
下營區,145.78,3,透天厝,185.47,4,2,4,無,6960000,37526,,無
下營區,145.93,3,透天厝,185.47,4,2,4,無,6800000,36664,,無
下營區,1395,,,,,,,無,1883250,1350,,
下營區,118.85,4,透天厝,204.63,5,2,5,無,7300000,35674,,無
下營區,147.24,4,透天厝,205.27,6,2,4,無,8180000,39850,,無
官田區,205.29,,,,,,,無,3620000,17634,,
麻豆區,66,,,,,,,無,2200000,33333,,
麻豆區,19,,,,,,,無,80000,4211,,
下營區,1200,,,,,,,無,2700000,2250,,
麻豆區,402,,,,,,,無,13875000,34515,,
麻豆區,37,,,,,,,無,115000,3108,,
麻豆區,413,,,,,,,無,14742000,35695,,
麻豆區,37,,,,,,,無,660000,17838,,
下營區,3058,,,,,,,無,3822500,1250,,
麻豆區,269,,,,,,,無,4400000,16357,,
麻豆區,164.63,,,,,,,無,2700000,16401,,
六甲區,220.79,,,,,,,無,5138000,23271,,
下營區,9058,1,透天厝,5470.13,,,,無,60000000,10969,,無
大內區,50.37,,,,,,,無,261880,5199,,
官田區,28.95,,,,,,,無,875000,30228,,
官田區,28.95,,,,,,,無,927000,32024,,
官田區,14.93,,,,,,,無,478100,32023,,
官田區,28.95,,,,,,,無,577800,19961,,
官田區,14.93,,,,,,,無,298000,19960,,
官田區,46.67,,,,,,,無,783000,16776,,
官田區,914.13,,,,,,,無,12720000,13915,,
官田區,14.93,,,,,,,無,452000,30275,,
六甲區,87.13,3,透天厝,170.57,4,2,4,無,7000000,41039,,無
麻豆區,78.02,,,,,,,無,300000,3845,,
麻豆區,142.46,3,透天厝,258.24,4,2,6,無,13600000,52664,,無
官田區,121.94,,,,,,,無,3900000,31983,,
麻豆區,162.41,,,,,,,無,2450000,15085,,
麻豆區,82.5,,,,,,,無,275100,3335,,
下營區,260,,,,,,,無,400100,1539,,
六甲區,180.62,,,,,,,無,704000,3898,,
下營區,103.49,4,透天厝,195.27,5,2,4,無,6950000,35592,,無
下營區,113.87,4,透天厝,198.55,5,2,4,無,7050000,35507,,無
下營區,102.85,4,透天厝,201.12,5,2,5,無,7200000,35800,,無
下營區,612,,,,,,,無,1000000,1634,,
麻豆區,2047,,,,,,,無,6330000,3092,,
六甲區,74.11,2,透天厝,75.56,3,2,3,無,5100000,67496,,無
麻豆區,601.83,,,,,,,無,4457626,7407,,
麻豆區,500.13,,,,,,,無,3485498,6969,,
六甲區,254.59,,,,,,,無,4200000,16497,,
麻豆區,155.53,2,透天厝,109.8,5,2,2,無,3800000,34608,,無
官田區,973.24,,,,,,,無,16192550,16638,,
官田區,21.17,,,,,,,無,403200,19046,,
官田區,36.49,,,,,,,無,695520,19059,,
官田區,1347.8,,,,,,,無,32978400,24468,,
官田區,1705.69,,,,,,,無,32978400,19334,,
大內區,4237.47,,,,,,,無,1900000,448,,
麻豆區,25.83,,,,,,,無,400000,15484,,
官田區,108,,,,,,,無,2000000,18519,,
麻豆區,4334.36,,,,,,,無,11269000,2600,,
官田區,84.2,3,透天厝,168.67,3,2,4,有,6880000,40790,,無
麻豆區,208.67,,,,,,,無,220000,1054,,
下營區,166,,,,,,,無,1300000,7831,,
麻豆區,99.34,3,透天厝,216.2,5,2,5,無,15000000,69380,,無
官田區,191.42,3,透天厝,253.94,5,2,4,無,16280000,64110,,無
官田區,7.71,,,,,,,無,28000,3632,,
下營區,94.51,3,透天厝,169.19,4,2,4,無,6380000,37709,,無
六甲區,212.56,,,,,,,無,3980000,18724,,
六甲區,321.49,,,,,,,無,6020000,18725,,
大內區,2810,,,,,,,無,2000000,712,,
六甲區,103.95,3,透天厝,162.57,4,2,4,無,6800000,41828,,無
麻豆區,120.71,,,,,,,無,13873800,114935,,
麻豆區,117.99,,,,,,,無,13562200,114944,,
官田區,2618,,,,,,,無,2000000,764,,
下營區,254,,,,,,,無,360000,1417,,
六甲區,16343,,,,,,,無,15330000,938,,
官田區,7609,,,,,,,無,5800000,762,,
麻豆區,220.7,,,,,,,無,540000,2447,,
麻豆區,116.76,3,透天厝,215.81,5,2,4,無,15880000,73583,,無
麻豆區,3,,,,,,,無,11000,3667,,
六甲區,97.93,3,透天厝,171,5,2,5,無,6580000,38480,,無
六甲區,104.93,3,透天厝,173.6,4,2,5,無,6100000,35138,,無
六甲區,102.93,3,透天厝,173.52,5,2,5,無,7500000,43223,,無
麻豆區,797.38,,,,,,,無,280000,351,,
六甲區,69,3,透天厝,137.58,2,2,3,無,2000000,14537,,無
大內區,5690,,,,,,,無,3186400,560,,
官田區,3203,,,,,,,無,4750000,1483,,
麻豆區,3437,,,,,,,無,7020000,2042,,
官田區,188,,,,,,,無,3500000,18617,,
下營區,102.6,4,透天厝,201.25,5,2,5,無,7300000,36273,,無
麻豆區,4659,,,,,,,無,10650000,2286,,
六甲區,99.32,2,透天厝,110.93,5,3,2,無,3100000,27946,,無
六甲區,125,3,透天厝,229.11,7,2,7,無,8800000,38409,,無
官田區,78.2,3,透天厝,162.19,3,2,4,有,7300000,45009,,無
麻豆區,76.27,,,,,,,無,1614900,21173,,
官田區,70.81,3,透天厝,164.05,3,1,3,無,3600000,21945,,無
六甲區,68.37,3,透天厝,105.1,2,1,2,無,2800000,26641,,無
麻豆區,303,,,,,,,無,1000000,3300,,
六甲區,10802,1,透天厝,1746.26,,,,無,156377000,89550,,無
六甲區,1580,,,,,,,無,3623000,2293,,
麻豆區,84,2,透天厝,130.28,7,2,3,無,5900000,45287,,無
官田區,318.39,,,,,,,無,10108889,31750,,
下營區,244.54,,,,,,,無,4438200,18149,,
下營區,8.77,,,,,,,無,71914,8200,,
麻豆區,4630.14,,,,,,,無,41671260,9000,,
下營區,666,,,,,,,無,2700000,4054,,
官田區,1346,,,,,,,無,1100000,817,,
官田區,83.2,3,透天厝,168.67,3,2,4,有,6850000,40612,,無
麻豆區,82.2,2,透天厝,104.85,5,2,2,無,3800000,36242,,無
下營區,42.88,5,華夏,129.79,3,1,2,無,3800000,29278,,有
下營區,81.29,3,透天厝,202.06,5,2,3,無,5000000,24745,,無
麻豆區,128.19,3,透天厝,203.27,5,2,3,無,13800000,67890,,無
麻豆區,225.66,,,,,,,無,1266300,5612,,
麻豆區,66.98,,透天厝,,5,2,6,無,4000000,26509,,
大內區,304.21,,,,,,,無,225114,740,,
麻豆區,441,,,,,,,無,1910000,4331,,
下營區,136.85,4,透天厝,189.19,4,2,4,無,7250000,38321,,無
官田區,78.2,3,透天厝,162.19,3,2,4,有,6800000,41926,,無
麻豆區,434.85,,,,,,,無,2110000,4852,,
麻豆區,24,,,,,,,無,726000,30250,,
麻豆區,182.12,,,,,,,無,5499000,30194,,
官田區,2500,,,,,,,無,3500000,1400,,
官田區,485,,,,,,,無,679000,1400,,
官田區,1159,,,,,,,無,1622600,1400,,
官田區,3479,,,,,,,無,4870600,1400,,
官田區,44,,,,,,,無,61600,1400,,
官田區,4279,,,,,,,無,5990600,1400,,
官田區,3530,,,,,,,無,4942000,1400,,
官田區,1159,,,,,,,無,1622600,1400,,
官田區,349,,,,,,,無,488600,1400,,
官田區,51,,,,,,,無,71400,1400,,
官田區,2737.67,,,,,,,無,3832733,1400,,
官田區,3933,,,,,,,無,5506200,1400,,
官田區,1606,,,,,,,無,2248400,1400,,
官田區,2054,,,,,,,無,2875600,1400,,
官田區,3866,,,,,,,無,5412400,1400,,
官田區,145,,,,,,,無,203000,1400,,
官田區,22,,,,,,,無,30800,1400,,
官田區,4080,,,,,,,無,6120000,1500,,
官田區,1181,,,,,,,無,1653400,1400,,
官田區,650,,,,,,,無,910000,1400,,
官田區,1181,,,,,,,無,1653400,1400,,
麻豆區,625.95,1,透天厝,132.61,4,2,1,無,20223633,152505,,無
六甲區,1493.33,,,,,,,無,22586500,15125,,
官田區,125,4,透天厝,248.65,5,2,5,無,11300000,45445,,無
麻豆區,2271.53,,,,,,,無,5837500,2570,,
麻豆區,615.6,,,,,,,無,2953935,4798,,
麻豆區,433.24,,,,,,,無,16380000,37808,,
官田區,1241,,,,,,,無,595680,480,,
麻豆區,1080.9,,,,,,,無,16348600,15125,,
六甲區,126.92,,,,,,,無,1919500,15124,,
麻豆區,90.99,,,,,,,無,2500000,27477,,
麻豆區,272,,,,,,,無,816000,3000,,
下營區,316,,,,,,,無,389300,1232,,
大內區,6251,,,,4,2,1,無,5480000,877,,
下營區,118,4,透天厝,202.39,5,2,3,無,7000000,34587,,無
下營區,292.75,4,透天厝,242.76,6,2,5,無,12200000,50255,,無
六甲區,101.88,1,透天厝,59.25,3,1,1,無,1000000,16878,,無
六甲區,174,,,,,,,無,2560000,14713,,
官田區,442.17,,,,,,,無,450000,1018,,
大內區,3225,,,,,,,無,13160000,4081,,
下營區,26,,,,,,,無,7280,280,,
官田區,3000,,,,,,,無,1200000,400,,
下營區,171.17,,,,,,,無,1800000,10516,,
下營區,,3,透天厝,235.52,5,1,3,無,600000,2548,,無
官田區,4915,1,透天厝,2210.52,2,7,2,無,74482640,33695,,無
官田區,83,,,,,,,無,1500000,18072,,
麻豆區,423.07,,,,,,,無,2700000,6382,,
麻豆區,12715.33,,,,,,,無,9536500,750,,
下營區,2620,1,透天厝,1124.01,,,,無,11880000,10569,,無
麻豆區,102,3,透天厝,160.71,4,2,4,無,7980000,49655,,無
麻豆區,208,3,透天厝,200.53,3,2,4,無,9500000,47374,,無
麻豆區,2164,,,,,,,無,5410000,2500,,
六甲區,701.11,,,,,,,無,20350000,29025,,
下營區,125.08,,,,,,,無,2648506,21175,,
麻豆區,809.5,2,透天厝,176.02,6,5,4,無,28000000,159073,,無
六甲區,715.99,,,,,,,無,1000000,1397,,
六甲區,1570.41,,,,,,,無,33253430,21175,,
麻豆區,251.67,,,,,,,無,1450000,5762,,
六甲區,117.93,3,透天厝,173.52,4,2,5,無,6650000,38324,,無
麻豆區,789,,,,,,,無,717990,910,,
大內區,3620,,,,,,,無,2200000,608,,
六甲區,97.93,3,透天厝,171,5,2,5,無,6800000,39766,,無
麻豆區,398.45,,,,,,,無,7870581,19753,,
大內區,190,,,,,,,無,889000,4679,,
官田區,969,,,,,,,無,639540,660,,
下營區,6.66,,,,,,,無,186128,27935,,
麻豆區,363.24,,,,,,,無,6500000,17895,,
麻豆區,666,,,,,,,無,739999,1111,,
官田區,129.78,3,透天厝,194.03,5,2,5,無,9200000,47415,,無
官田區,128.54,3,透天厝,190.2,4,2,3,無,9200000,48370,,無
官田區,111.1,3,透天厝,164.33,4,2,3,無,8600000,52334,,無
官田區,120.41,3,透天厝,188.3,4,2,3,無,9280000,49283,,無
麻豆區,3991,,,,,,,無,24000000,6014,,
六甲區,79.74,3,透天厝,175.28,4,2,3,無,6360000,36285,,無
大內區,3658,,,,,,,無,60859700,16637,,
六甲區,384.83,,,,,,,無,8800000,22867,,
麻豆區,179.76,5,透天厝,582.85,6,3,5,無,26800000,45981,,無
大內區,1416,,,,,,,無,1600000,1130,,
麻豆區,383.86,,,,,,,無,750000,1954,,
麻豆區,1251.04,,,,,,,無,5228227,4179,,
麻豆區,2936.46,,,,,,,無,12271773,4179,,
官田區,584.91,2,透天厝,314.68,10,4,4,無,10600000,33685,,無
官田區,32.33,,,,,,,無,150000,4639,,
六甲區,385.82,,,,,,,無,7770000,20139,,
六甲區,365.55,,,,,,,無,6635000,18151,,
六甲區,993.11,,,,,,,無,18600000,18729,,
六甲區,582.26,,,,,,,無,8366220,14369,,
六甲區,861.35,,,,,,,無,13840000,16068,,
官田區,5100,,,,,,,無,2400000,471,,
官田區,20965,1,透天厝,3571.64,5,1,2,無,97600000,27326,,無
官田區,2167,,,,,,,無,1000000,461,,
官田區,95.98,3,透天厝,189.65,5,2,3,無,7980000,42078,,無
麻豆區,560.59,,,,,,,無,17800000,31752,,
大內區,233.33,,,,,,,無,1220000,5229,,
麻豆區,99.17,,,,,,,無,2400000,24201,,
下營區,132.91,4,透天厝,198.55,5,2,4,無,7050000,35507,,無
下營區,103.79,4,透天厝,195.13,5,2,4,無,6950000,35617,,無
麻豆區,110.06,3,透天厝,193.74,5,1,4,無,9500000,49035,,無
六甲區,97.93,3,透天厝,171,4,2,5,無,6450000,37719,,無
官田區,94.47,2,透天厝,153.26,3,1,2,無,300000,1957,,無
